latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,nivel_risco,is_alerta,is_critico
-10.39927,-52.53095,313.17,3.41,1.74,2026-05-29,1826,Aqua,MODIS,36,6.1NRT,296.81,42.77,D,BAIXO,False,False
-10.29622,-46.92844,341.31,1.26,1.12,2026-05-29,1826,Aqua,MODIS,91,6.1NRT,298.83,54.28,D,MÉDIO,True,False
-10.29471,-46.91734,335.16,1.26,1.12,2026-05-29,1826,Aqua,MODIS,87,6.1NRT,298.36,39.46,D,BAIXO,False,False
-10.28644,-46.9298,320.09,1.26,1.12,2026-05-29,1826,Aqua,MODIS,66,6.1NRT,297.41,14.77,D,BAIXO,False,False
-10.28492,-46.91863,375.78,1.26,1.12,2026-05-29,1826,Aqua,MODIS,100,6.1NRT,301.57,181.17,D,ALTO,True,False
-10.28342,-46.90752,347.58,1.26,1.12,2026-05-29,1826,Aqua,MODIS,94,6.1NRT,299.77,66.92,D,MÉDIO,True,False
-10.28138,-46.91428,334.26,1.26,1.12,2026-05-29,1826,Aqua,MODIS,86,6.1NRT,301.68,35.06,D,BAIXO,False,False
-10.2685,-46.89361,324.67,1.26,1.11,2026-05-29,1826,Aqua,MODIS,78,6.1NRT,301.25,19.86,D,BAIXO,False,False
-10.1956,-49.10647,329.11,1.8,1.31,2026-05-29,1826,Aqua,MODIS,83,6.1NRT,301.16,50.9,D,MÉDIO,True,False
-10.09,-48.49481,316.76,1.61,1.25,2026-05-29,1826,Aqua,MODIS,29,6.1NRT,299.81,15.16,D,BAIXO,False,False
-10.08808,-48.48061,318.01,1.6,1.25,2026-05-29,1826,Aqua,MODIS,69,6.1NRT,300.12,18.28,D,BAIXO,False,False
-10.08617,-48.46645,318.26,1.6,1.25,2026-05-29,1826,Aqua,MODIS,58,6.1NRT,298.72,17.97,D,BAIXO,False,False
-10.02603,-44.74044,316.92,1.02,1.01,2026-05-29,1826,Aqua,MODIS,67,6.1NRT,300.97,8.97,D,BAIXO,False,False
-10.00269,-46.38671,320.82,1.17,1.08,2026-05-29,1826,Aqua,MODIS,73,6.1NRT,302.62,14.54,D,BAIXO,False,False
-10.00125,-46.37658,313.75,1.17,1.08,2026-05-29,1826,Aqua,MODIS,58,6.1NRT,300.92,6.55,D,BAIXO,False,False
-9.80437,-48.93133,314.76,1.72,1.29,2026-05-29,1826,Aqua,MODIS,67,6.1NRT,297.48,18.08,D,BAIXO,False,False
-9.76784,-48.07125,321.41,1.48,1.2,2026-05-29,1826,Aqua,MODIS,75,6.1NRT,301.15,23.35,D,BAIXO,False,False
-9.76605,-48.05823,328.57,1.48,1.2,2026-05-29,1826,Aqua,MODIS,82,6.1NRT,299.63,37.2,D,BAIXO,False,False
-9.73249,-50.43369,319.09,2.25,1.45,2026-05-29,1826,Aqua,MODIS,67,6.1NRT,291.73,40.74,D,BAIXO,False,False
-9.7322,-50.4288,328.94,2.25,1.45,2026-05-29,1826,Aqua,MODIS,84,6.1NRT,291.63,75.03,D,MÉDIO,True,False
-9.72987,-50.41406,340.34,2.24,1.45,2026-05-29,1826,Aqua,MODIS,91,6.1NRT,290.83,129.47,D,ALTO,True,False
-9.72973,-50.40914,334.98,2.24,1.45,2026-05-29,1826,Aqua,MODIS,88,6.1NRT,289.59,100.94,D,ALTO,True,False
-9.70704,-47.26377,319.65,1.3,1.13,2026-05-29,1826,Aqua,MODIS,71,6.1NRT,299.61,15.79,D,BAIXO,False,False
-9.70546,-47.25221,317.41,1.3,1.13,2026-05-29,1826,Aqua,MODIS,68,6.1NRT,302.45,12.63,D,BAIXO,False,False
-9.61157,-42.13827,318.77,1.1,1.05,2026-05-29,1826,Aqua,MODIS,68,6.1NRT,303.28,10.03,D,BAIXO,False,False
-9.58815,-47.66638,326.17,1.38,1.16,2026-05-29,1826,Aqua,MODIS,80,6.1NRT,301.2,28.14,D,BAIXO,False,False
-9.55032,-48.0608,335.91,1.47,1.2,2026-05-29,1826,Aqua,MODIS,88,6.1NRT,301.19,54.27,D,MÉDIO,True,False
-9.54857,-48.04791,319.09,1.46,1.2,2026-05-29,1826,Aqua,MODIS,72,6.1NRT,300.27,18.02,D,BAIXO,False,False
-9.41509,-47.37652,342.14,1.31,1.14,2026-05-29,1826,Aqua,MODIS,91,6.1NRT,303.22,59.06,D,MÉDIO,True,False
-9.41346,-47.36497,342.73,1.31,1.14,2026-05-29,1826,Aqua,MODIS,91,6.1NRT,303.46,60.18,D,MÉDIO,True,False
-9.35926,-47.93087,312.34,1.43,1.18,2026-05-29,1826,Aqua,MODIS,54,6.1NRT,300.18,6.96,D,BAIXO,False,False
-9.27094,-40.42704,323.41,1.4,1.17,2026-05-29,1826,Aqua,MODIS,76,6.1NRT,298.84,25.09,D,BAIXO,False,False
-9.24872,-49.15308,313.43,1.75,1.3,2026-05-29,1826,Aqua,MODIS,61,6.1NRT,299.92,13.12,D,BAIXO,False,False
-9.24149,-46.62975,317.03,1.18,1.08,2026-05-29,1826,Aqua,MODIS,66,6.1NRT,301.19,11.22,D,BAIXO,False,False
-9.18995,-48.6352,321.35,1.6,1.24,2026-05-29,1826,Aqua,MODIS,75,6.1NRT,295.59,27.17,D,BAIXO,False,False
-9.18806,-48.62138,321.77,1.59,1.24,2026-05-29,1826,Aqua,MODIS,75,6.1NRT,296.38,27.49,D,BAIXO,False,False
-9.13654,-47.6494,315.26,1.36,1.15,2026-05-29,1826,Aqua,MODIS,63,6.1NRT,301.84,10.43,D,BAIXO,False,False
-8.99794,-47.60852,312.12,1.34,1.15,2026-05-29,1826,Aqua,MODIS,43,6.1NRT,300.49,6.49,D,BAIXO,False,False
-8.86065,-46.71486,373.39,1.18,1.08,2026-05-29,1826,Aqua,MODIS,100,6.1NRT,307.37,152.54,D,ALTO,True,False
-8.85916,-46.70447,359.28,1.18,1.08,2026-05-29,1826,Aqua,MODIS,99,6.1NRT,309.72,96.51,D,MÉDIO,True,False
-8.85117,-46.71619,350.57,1.18,1.08,2026-05-29,1826,Aqua,MODIS,95,6.1NRT,309.1,70.04,D,MÉDIO,True,False
-8.8497,-46.70582,332.33,1.18,1.08,2026-05-29,1826,Aqua,MODIS,84,6.1NRT,306.17,29.28,D,BAIXO,False,False
-8.8417,-46.71751,334.71,1.18,1.08,2026-05-29,1826,Aqua,MODIS,86,6.1NRT,306.6,35.7,D,BAIXO,False,False
-8.84023,-46.70715,320.67,1.18,1.08,2026-05-29,1826,Aqua,MODIS,72,6.1NRT,301.83,13.59,D,BAIXO,False,False
-8.73616,-48.32295,322.33,1.49,1.21,2026-05-29,1826,Aqua,MODIS,58,6.1NRT,305.13,20.69,D,BAIXO,False,False
-8.73159,-48.32898,319.05,1.49,1.21,2026-05-29,1826,Aqua,MODIS,23,6.1NRT,305.63,16.46,D,BAIXO,False,False
-8.66684,-47.29946,314.71,1.27,1.12,2026-05-29,1826,Aqua,MODIS,61,6.1NRT,301.83,9.26,D,BAIXO,False,False
-8.6472,-46.57955,314.07,1.16,1.07,2026-05-29,1826,Aqua,MODIS,59,6.1NRT,301.42,8.2,D,BAIXO,False,False
-8.5544,-51.51974,315.53,2.64,1.56,2026-05-29,1826,Aqua,MODIS,63,6.1NRT,292.99,36.3,D,BAIXO,False,False
-8.55138,-51.49662,339.43,2.63,1.56,2026-05-29,1826,Aqua,MODIS,90,6.1NRT,295.7,157.59,D,ALTO,True,False
-8.54836,-51.4735,310.71,2.62,1.55,2026-05-29,1826,Aqua,MODIS,32,6.1NRT,291.04,22.73,D,BAIXO,False,False
-8.49056,-46.46476,317.46,1.14,1.06,2026-05-29,1826,Aqua,MODIS,62,6.1NRT,301.43,10.74,D,BAIXO,False,False
-8.39304,-46.87714,311.5,1.19,1.09,2026-05-29,1826,Aqua,MODIS,46,6.1NRT,300.57,5.97,D,BAIXO,False,False
-8.26786,-47.15719,313.18,1.23,1.1,2026-05-29,1826,Aqua,MODIS,54,6.1NRT,301.46,6.36,D,BAIXO,False,False
-8.26631,-47.14635,314.66,1.23,1.1,2026-05-29,1826,Aqua,MODIS,59,6.1NRT,302.33,8.17,D,BAIXO,False,False
-8.24299,-47.05127,323.64,1.21,1.09,2026-05-29,1826,Aqua,MODIS,76,6.1NRT,301.93,19.34,D,BAIXO,False,False
-8.03049,-46.92183,327.76,1.19,1.08,2026-05-29,1826,Aqua,MODIS,80,6.1NRT,303.05,24.67,D,BAIXO,False,False
-8.02902,-46.91147,352.09,1.18,1.08,2026-05-29,1826,Aqua,MODIS,96,6.1NRT,302.63,76.87,D,MÉDIO,True,False
-7.96866,-48.52452,315.18,1.5,1.21,2026-05-29,1826,Aqua,MODIS,62,6.1NRT,299.67,12.41,D,BAIXO,False,False
-7.91527,-47.13374,314.99,1.21,1.1,2026-05-29,1826,Aqua,MODIS,60,6.1NRT,302.02,8.13,D,BAIXO,False,False
-7.91373,-47.12304,312.61,1.21,1.09,2026-05-29,1826,Aqua,MODIS,47,6.1NRT,301.08,5.37,D,BAIXO,False,False
-7.83472,-50.23697,313.99,2.02,1.39,2026-05-29,1826,Aqua,MODIS,64,6.1NRT,297.81,19.49,D,BAIXO,False,False
-7.58067,-42.64691,348.96,1.1,1.05,2026-05-29,1826,Aqua,MODIS,94,6.1NRT,302.5,60.49,D,MÉDIO,True,False
-7.5792,-42.63723,321.29,1.1,1.05,2026-05-29,1826,Aqua,MODIS,72,6.1NRT,301.34,13.06,D,BAIXO,False,False
-7.45701,-47.71189,315.07,1.3,1.13,2026-05-29,1826,Aqua,MODIS,61,6.1NRT,302.9,8.3,D,BAIXO,False,False
-7.45133,-43.07581,314.28,1.06,1.03,2026-05-29,1826,Aqua,MODIS,54,6.1NRT,300.84,6.09,D,BAIXO,False,False
-7.44993,-43.06653,315.13,1.06,1.03,2026-05-29,1826,Aqua,MODIS,58,6.1NRT,300.63,6.9,D,BAIXO,False,False
-7.28078,-43.54112,314.86,1.03,1.01,2026-05-29,1826,Aqua,MODIS,56,6.1NRT,301.59,6.09,D,BAIXO,False,False
-7.00624,-43.86743,320.22,1.02,1.01,2026-05-29,1826,Aqua,MODIS,70,6.1NRT,303.4,11.47,D,BAIXO,False,False
-6.9985,-42.88712,336.48,1.09,1.04,2026-05-29,1826,Aqua,MODIS,87,6.1NRT,305.68,29.74,D,BAIXO,False,False
-6.99707,-42.87759,334.76,1.09,1.04,2026-05-29,1826,Aqua,MODIS,86,6.1NRT,305.21,27.71,D,BAIXO,False,False
-6.94035,-42.749,325.61,1.1,1.05,2026-05-29,1826,Aqua,MODIS,78,6.1NRT,302.46,17.57,D,BAIXO,False,False
-6.93889,-42.73935,325.2,1.1,1.05,2026-05-29,1826,Aqua,MODIS,77,6.1NRT,304.23,16.99,D,BAIXO,False,False
-6.83551,-43.40101,328.83,1.05,1.02,2026-05-29,1826,Aqua,MODIS,81,6.1NRT,302.31,19.75,D,BAIXO,False,False
-6.82658,-43.4024,346.82,1.05,1.02,2026-05-29,1826,Aqua,MODIS,93,6.1NRT,303.2,49.96,D,BAIXO,False,False
-6.8252,-43.39323,325.37,1.05,1.02,2026-05-29,1826,Aqua,MODIS,77,6.1NRT,300.93,15.21,D,BAIXO,False,False
-6.98924,-50.46101,310.29,2.04,1.39,2026-05-29,1828,Aqua,MODIS,43,6.1NRT,295.24,12.1,D,BAIXO,False,False
-6.98559,-50.46667,310.26,2.04,1.39,2026-05-29,1828,Aqua,MODIS,55,6.1NRT,294.61,13.21,D,BAIXO,False,False
-6.90743,-47.96169,319.71,1.32,1.14,2026-05-29,1828,Aqua,MODIS,71,6.1NRT,305.98,15.16,D,BAIXO,False,False
-6.74973,-45.01454,322.7,1.0,1.0,2026-05-29,1828,Aqua,MODIS,63,6.1NRT,303.95,11.41,D,BAIXO,False,False
-6.68858,-48.00546,313.39,1.32,1.14,2026-05-29,1828,Aqua,MODIS,60,6.1NRT,299.7,7.3,D,BAIXO,False,False
-6.68691,-47.99357,316.27,1.32,1.14,2026-05-29,1828,Aqua,MODIS,67,6.1NRT,301.23,11.1,D,BAIXO,False,False
-6.66433,-47.55186,318.36,1.24,1.11,2026-05-29,1828,Aqua,MODIS,70,6.1NRT,301.31,13.03,D,BAIXO,False,False
-6.57669,-51.10822,319.39,2.27,1.46,2026-05-29,1828,Aqua,MODIS,75,6.1NRT,296.22,40.65,D,BAIXO,False,False
-6.46339,-44.83419,316.54,1.0,1.0,2026-05-29,1828,Aqua,MODIS,68,6.1NRT,299.33,8.07,D,BAIXO,False,False
-6.46211,-44.82544,322.91,1.0,1.0,2026-05-29,1828,Aqua,MODIS,77,6.1NRT,300.07,14.15,D,BAIXO,False,False
-6.43144,-50.22319,309.56,1.91,1.35,2026-05-29,1828,Aqua,MODIS,54,6.1NRT,292.2,14.61,D,BAIXO,False,False
-6.42919,-50.20661,309.16,1.91,1.35,2026-05-29,1828,Aqua,MODIS,52,6.1NRT,291.54,13.84,D,BAIXO,False,False
-6.3965,-44.17445,315.13,1.01,1.0,2026-05-29,1828,Aqua,MODIS,64,6.1NRT,303.43,7.91,D,BAIXO,False,False
-6.26003,-48.51727,317.47,1.41,1.18,2026-05-29,1828,Aqua,MODIS,68,6.1NRT,296.68,16.76,D,BAIXO,False,False
-5.81511,-45.12519,327.52,1.0,1.0,2026-05-29,1828,Aqua,MODIS,71,6.1NRT,288.06,20.22,D,BAIXO,False,False
-5.80764,-45.13525,357.09,1.0,1.0,2026-05-29,1828,Aqua,MODIS,74,6.1NRT,289.66,71.75,D,MÉDIO,True,False
-5.80635,-45.12648,340.26,1.0,1.0,2026-05-29,1828,Aqua,MODIS,79,6.1NRT,290.19,36.78,D,BAIXO,False,False
-5.28281,-50.9469,310.76,2.09,1.41,2026-05-29,1828,Aqua,MODIS,59,6.1NRT,293.73,15.2,D,BAIXO,False,False
-33.26732,-60.28532,303.12,1.14,1.06,2026-05-29,2000,Aqua,MODIS,52,6.1NRT,288.54,7.48,D,BAIXO,False,False
-32.16426,-61.28854,336.99,1.08,1.04,2026-05-29,2000,Aqua,MODIS,90,6.1NRT,291.05,43.94,D,BAIXO,False,False
-32.16245,-61.27743,331.4,1.08,1.04,2026-05-29,2000,Aqua,MODIS,87,6.1NRT,289.65,35.02,D,BAIXO,False,False
-31.93846,-58.53447,307.98,1.47,1.2,2026-05-29,2000,Aqua,MODIS,66,6.1NRT,287.81,16.41,D,BAIXO,False,False
-31.93497,-59.93272,311.72,1.23,1.1,2026-05-29,2000,Aqua,MODIS,72,6.1NRT,289.17,15.65,D,BAIXO,False,False
-31.59518,-58.01731,300.85,1.61,1.25,2026-05-29,2000,Aqua,MODIS,40,6.1NRT,287.41,10.24,D,BAIXO,False,False
-30.91475,-61.20004,301.78,1.12,1.05,2026-05-29,2000,Aqua,MODIS,49,6.1NRT,281.3,7.3,D,BAIXO,False,False
-30.80885,-60.23258,309.22,1.24,1.11,2026-05-29,2000,Aqua,MODIS,68,6.1NRT,289.13,13.43,D,BAIXO,False,False
-30.68289,-60.09627,301.87,1.27,1.12,2026-05-29,2000,Aqua,MODIS,49,6.1NRT,288.84,7.15,D,BAIXO,False,False
-30.09571,-62.48333,301.63,1.04,1.02,2026-05-29,2000,Aqua,MODIS,48,6.1NRT,288.89,5.2,D,BAIXO,False,False
-30.09405,-62.47286,301.44,1.04,1.02,2026-05-29,2000,Aqua,MODIS,47,6.1NRT,289.28,4.97,D,BAIXO,False,False
-29.03772,-61.27345,330.8,1.17,1.08,2026-05-29,2000,Aqua,MODIS,87,6.1NRT,290.43,38.27,D,BAIXO,False,False
-20.72874,-65.06767,312.25,1.03,1.01,2026-05-29,2002,Aqua,MODIS,72,6.1NRT,291.48,10.04,D,BAIXO,False,False
-20.72731,-65.0584,310.34,1.03,1.01,2026-05-29,2002,Aqua,MODIS,68,6.1NRT,293.95,8.88,D,BAIXO,False,False
-18.32808,-62.07491,317.62,1.58,1.24,2026-05-29,2004,Aqua,MODIS,75,6.1NRT,295.09,23.53,D,BAIXO,False,False
-18.08944,-59.60522,307.91,2.44,1.51,2026-05-29,2004,Aqua,MODIS,58,6.1NRT,292.33,17.31,D,BAIXO,False,False
-18.08669,-59.59849,308.3,2.44,1.51,2026-05-29,2004,Aqua,MODIS,57,6.1NRT,291.86,17.22,D,BAIXO,False,False
-16.81409,-63.91154,310.21,1.27,1.12,2026-05-29,2004,Aqua,MODIS,58,6.1NRT,298.03,6.74,D,BAIXO,False,False
-16.73131,-59.78679,315.23,2.52,1.53,2026-05-29,2004,Aqua,MODIS,38,6.1NRT,293.44,31.01,D,BAIXO,False,False
-16.70776,-59.62898,310.47,2.6,1.55,2026-05-29,2004,Aqua,MODIS,27,6.1NRT,294.01,21.75,D,BAIXO,False,False
-16.70072,-59.62525,313.47,2.6,1.55,2026-05-29,2004,Aqua,MODIS,70,6.1NRT,294.23,32.4,D,BAIXO,False,False
-16.51263,-63.21661,308.74,1.42,1.18,2026-05-29,2004,Aqua,MODIS,57,6.1NRT,297.84,7.21,D,BAIXO,False,False
-14.93152,-67.01352,318.3,1.01,1.0,2026-05-29,2004,Aqua,MODIS,77,6.1NRT,296.61,12.74,D,BAIXO,False,False
-14.85411,-66.37717,315.59,1.04,1.02,2026-05-29,2004,Aqua,MODIS,63,6.1NRT,297.35,10.21,D,BAIXO,False,False
-14.57879,-68.39092,306.3,1.02,1.01,2026-05-29,2004,Aqua,MODIS,63,6.1NRT,286.49,7.69,D,BAIXO,False,False
-14.57749,-68.38184,301.93,1.02,1.01,2026-05-29,2004,Aqua,MODIS,49,6.1NRT,286.77,4.71,D,BAIXO,False,False
-14.55362,-68.40403,302.8,1.02,1.01,2026-05-29,2004,Aqua,MODIS,49,6.1NRT,277.98,6.88,D,BAIXO,False,False
-14.55231,-68.39488,327.48,1.02,1.01,2026-05-29,2004,Aqua,MODIS,85,6.1NRT,280.66,28.1,D,BAIXO,False,False
-14.0557,-65.39504,309.56,1.15,1.07,2026-05-29,2004,Aqua,MODIS,57,6.1NRT,295.99,6.2,D,BAIXO,False,False
-13.91946,-69.80313,300.35,1.12,1.06,2026-05-29,2004,Aqua,MODIS,33,6.1NRT,286.68,6.54,D,BAIXO,False,False
-13.24355,-66.72988,309.41,1.04,1.02,2026-05-29,2004,Aqua,MODIS,37,6.1NRT,293.15,5.22,D,BAIXO,False,False
-13.21575,-64.4272,314.0,1.33,1.14,2026-05-29,2004,Aqua,MODIS,71,6.1NRT,296.52,11.85,D,BAIXO,False,False
-13.11004,-63.91072,309.36,1.45,1.19,2026-05-29,2004,Aqua,MODIS,57,6.1NRT,290.58,8.84,D,BAIXO,False,False
-12.93775,-66.29949,309.14,1.07,1.03,2026-05-29,2004,Aqua,MODIS,30,6.1NRT,295.18,4.82,D,BAIXO,False,False
-12.92721,-66.29137,311.81,1.08,1.04,2026-05-29,2004,Aqua,MODIS,52,6.1NRT,295.37,6.57,D,BAIXO,False,False
-12.90979,-66.30072,309.99,1.08,1.04,2026-05-29,2004,Aqua,MODIS,53,6.1NRT,295.51,5.66,D,BAIXO,False,False
-12.84562,-70.21599,310.3,1.14,1.06,2026-05-29,2004,Aqua,MODIS,64,6.1NRT,296.59,7.22,D,BAIXO,False,False
-12.84418,-70.20581,315.85,1.14,1.06,2026-05-29,2004,Aqua,MODIS,73,6.1NRT,296.81,12.48,D,BAIXO,False,False
-12.84416,-69.62497,313.56,1.08,1.04,2026-05-29,2004,Aqua,MODIS,68,6.1NRT,294.1,9.96,D,BAIXO,False,False
-12.84279,-69.61533,316.24,1.08,1.04,2026-05-29,2004,Aqua,MODIS,72,6.1NRT,293.13,12.4,D,BAIXO,False,False
-12.61603,-69.25597,307.39,1.04,1.02,2026-05-29,2004,Aqua,MODIS,51,6.1NRT,296.29,4.01,D,BAIXO,False,False
-12.61469,-69.24666,312.45,1.04,1.02,2026-05-29,2004,Aqua,MODIS,66,6.1NRT,296.88,7.52,D,BAIXO,False,False
-11.87194,-73.89032,306.89,1.96,1.37,2026-05-29,2004,Aqua,MODIS,62,6.1NRT,296.07,10.4,D,BAIXO,False,False
-11.45631,-69.46467,304.21,1.04,1.02,2026-05-29,2004,Aqua,MODIS,24,6.1NRT,291.14,3.03,D,BAIXO,False,False
-7.39445,-72.65842,348.45,1.36,1.15,2026-05-29,2006,Aqua,MODIS,95,6.1NRT,295.38,86.32,D,MÉDIO,True,False
-7.39282,-72.64654,341.95,1.36,1.15,2026-05-29,2006,Aqua,MODIS,92,6.1NRT,294.26,66.86,D,MÉDIO,True,False
-7.31815,-72.62757,307.96,1.35,1.15,2026-05-29,2006,Aqua,MODIS,56,6.1NRT,293.47,6.97,D,BAIXO,False,False
